Systematic_ID	Mass (kDa)	pI	Charge	Residues	CAI
SPAC4H3.02c	44.72	8.77	6.29	391	0.61
SPAC4H3.03c	74.49	5.03	-19.52	649	0.61
SPAC4H3.04c	34.75	7.23	0.94	309	0.58
SPAC4H3.05	101.12	9.78	26.89	887	0.6
SPAC4H3.06	14.88	4.52	-6	131	0.46
SPAC4H3.07c	16.19	9.52	3.95	142	0.55
SPAC4H3.08	31.34	5.01	-7.01	286	0.61
SPAC4H3.09	12.52	4.88	-2.01	112	0.48
SPAC4H3.10c	55.51	8.07	4.15	509	0.46
SPAC4H3.11c	89.19	6.49	-5.01	783	0.66
SPAC4H3.13	10.11	5.05	-2.59	88	0.47
SPAC4H3.14c	39.80	4.35	-33.05	345	0.58
SPAC4H3.16	12.31	8.58	6.63	107	0.48
SPAC4H3.17	10.72	10.98	10.57	86	0.53
SPAC513.01c	93.23	6.37	-5.67	842	0.48
SPAC513.02	25.17	6.37	-4.23	216	0.59
SPAC513.03	4.86	8.49	1.18	44	0.36
SPAC513.04	11.74	10.52	9.87	100	0.57
SPAC513.05	122.44	5.86	-20.21	1077	0.61
SPAC513.06c	41.53	5.17	-11.55	368	0.63
SPAC513.07	37.46	6.27	-2.7	336	0.63
SPAC521.02	29.94	10.14	14.06	262	0.59
SPAC521.03	28.15	6.3	-1.3	259	0.53
SPAC521.04c	98.86	7.92	8.89	881	0.62
SPAC521.05	22.56	11.54	29.63	200	0.46
SPAC56E4.02c	17.77	6.67	-0.9	162	0.55
SPAC56E4.03	53.17	6.15	-5.49	474	0.54
SPAC56E4.04c	253.04	6.16	-24.01	2247	0.53
SPAC56E4.05	22.10	10.76	18.17	192	0.53
SPAC56E4.06c	67.82	7.43	3.2	611	0.64
SPAC56E4.07	27.13	7.65	1.81	235	0.63
SPAC56F8.02	170.69	7.25	4.61	1517	0.6
SPAC56F8.03	119.93	5.41	-16.23	1079	0.55
SPAC56F8.04c	39.45	9.83	16.03	358	0.6
SPAC56F8.05c	31.75	5.47	-5.6	286	0.55
SPAC56F8.06c	52.28	9.54	14.43	445	0.59
SPAC56F8.07	21.23	9.46	7.81	183	0.53
SPAC56F8.08	35.87	4.59	-11.94	332	0.56
SPAC56F8.09	36.33	10.14	18.53	318	0.57
SPAC56F8.10	69.01	4.97	-16.53	603	0.58
SPAC56F8.11	21.64	9.18	4.63	185	0.62
SPAC56F8.12	44.59	7.19	0.85	394	0.66
SPAC56F8.13	11.23	11.11	10.38	101	0.47
SPAC56F8.14c	15.01	10.86	20.31	131	0.61
SPAC56F8.15	20.60	8.16	4.43	176	0.61
SPAC56F8.16	44.80	9.36	7.83	413	0.54
SPAC57A10.02	85.97	7.74	4.98	775	0.6
SPAC57A10.03	16.86	6.79	-0.63	155	0.53
SPAC57A10.04	39.12	9.3	14.33	344	0.6
SPAC57A10.05c	67.11	7.37	3.43	605	0.61
SPAC57A10.06	14.65	4.34	-6.89	133	0.5
SPAC57A10.07	35.13	8.9	6.76	311	0.55
SPAC57A10.08c	41.81	9.71	14.72	364	0.61
SPAC57A10.09c	12.36	10.24	5.99	108	0.47
SPAC57A10.10c	34.62	6.62	-0.51	298	0.55
SPAC57A10.11c	34.91	4.59	-16.77	313	0.57
SPAC57A10.12c	48.30	10.23	20.04	443	0.52
SPAC57A10.14	13.14	7.31	0.69	117	0.55
SPAC57A7.04c	71.51	5.04	-14.93	653	0.52
SPAC57A7.05	150.85	9.62	41.37	1337	0.63
SPAC57A7.06	105.06	4.84	-37.23	929	0.56
SPAC57A7.07c	34.54	6.12	-5.66	308	0.59
SPAC57A7.08	57.13	6.55	-4.78	515	0.62
SPAC57A7.09	42.55	5.95	-4.61	372	0.63
SPAC57A7.10c	100.94	4.91	-27.83	905	0.58
SPAC57A7.11	148.53	6.35	-13.27	1313	0.62
SPAC57A7.12	59.39	4.49	-31.91	550	0.49
SPAC57A7.13	64.42	8.31	7.33	565	0.64
SPAC57A7.15c	15.91	6.94	-0.11	137	0.52
SPAC589.02c	134.43	4.45	-62.12	1185	0.58
SPAC589.03c	19.00	4.4	-14.5	168	0.5
SPAC589.04	30.90	5.66	-3.83	271	0.56
SPAC589.05c	39.79	6.76	-0.86	346	0.57
SPAC589.06c	21.74	5.91	-0.77	202	0.47
SPAC589.07c	41.11	8.46	6.88	373	0.59
SPAC589.08c	17.44	4.55	-7.31	155	0.56
SPAC589.09	45.30	7.15	0.62	388	0.61
SPAC589.10c	17.21	10.41	16.06	150	0.47
SPAC589.11	21.42	10.7	21.58	182	0.54
SPAC589.12	110.03	7.61	6.47	971	0.62
SPAC5D6.01	14.76	10.96	11.64	130	0.51
SPAC5D6.02c	34.64	9.84	14.75	300	0.6
SPAC5D6.04	49.58	4.93	-4.9	452	0.56
SPAC5D6.05	24.03	6.68	-0.89	207	0.56
SPAC5D6.06c	23.21	10.44	15.36	210	0.55
SPAC5D6.07c	56.51	9.58	15.21	495	0.61
SPAC5D6.08c	11.32	10.92	8.94	101	0.5
SPAC5D6.09c	33.92	5.68	-3.23	304	0.55
SPAC5D6.10c	15.86	10.45	20.41	135	0.53
SPAC5D6.12	36.06	9.54	11.71	314	0.64
SPAC5D6.13	38.37	5.21	-8.41	337	0.57
SPAC5H10.01	33.76	6.15	-2.37	301	0.6
SPAC5H10.02c	26.12	7.75	1.4	240	0.57
SPAC5H10.03	24.72	6.03	-2.95	219	0.56
SPAC5H10.04	43.81	8.92	7.28	382	0.61
SPAC5H10.05c	22.10	6.63	-1.39	196	0.63
SPAC5H10.06c	40.67	6.27	-5.87	379	0.5
SPAC5H10.07	10.30	8.81	2.89	89	0.48
SPAC5H10.08c	31.88	6.25	-2.67	283	0.62
SPAC5H10.09c	29.11	8.46	3.34	267	0.6
SPAC5H10.10	44.98	6.14	-5.62	392	0.68
SPAC5H10.11	37.56	5.6	-6.16	329	0.61
SPAC5H10.12c	43.69	5.79	-7.38	371	0.59
SPAC5H10.13c	39.11	5.01	-9.93	346	0.61
SPAC607.02c	27.36	10.61	22.48	231	0.55
SPAC607.03c	13.53	7.41	0.4	125	0.52
SPAC607.04	30.42	6.66	-0.98	268	0.56
SPAC607.05	43.46	5.03	-10.95	381	0.55
SPAC607.06c	68.57	6.42	-6.63	612	0.59
SPAC607.07c	15.80	4.51	-4.79	143	0.53
SPAC607.08c	63.63	4.76	-13.46	579	0.57
SPAC607.09c	44.01	8.62	6.92	396	0.67
SPAC607.10	119.41	6.75	-2.42	1028	0.62
SPAC630.03	47.37	6.07	-5.01	427	0.57
SPAC630.04c	18.58	4.79	-7.65	166	0.61
SPAC630.05	86.79	5.13	-23.07	743	0.6
SPAC630.06c	22.28	10.43	12.69	188	0.53
SPAC630.07c	48.71	5.04	-9.11	430	0.64
SPAC630.08c	35.80	8.07	5.18	300	0.51
SPAC630.09c	31.81	6.43	-2.89	277	0.61
SPAC630.10	30.76	9.75	16.12	270	0.59
SPAC630.11	14.10	5.62	-1.62	128	0.56
SPAC630.12	49.26	8.76	7.72	422	0.6
SPAC630.13c	154.81	6.42	-8.59	1339	0.59
SPAC630.14c	62.16	6.21	-6.06	570	0.59
SPAC630.15	12.31	9.85	9.03	105	0.54
SPAC631.01c	29.84	4.26	-15.6	268	0.59
SPAC631.02	81.03	5.45	-17.35	727	0.57
SPAC637.03	30.60	9.27	6.8	269	0.6
SPAC637.04	98.31	7.14	1.08	862	0.6
SPAC637.05c	55.84	4.98	-12.84	503	0.49
SPAC637.06	41.13	9.12	9.73	347	0.66
SPAC637.07	62.64	7.07	0.3	567	0.55
SPAC637.08	34.26	4.6	-12.36	317	0.53
SPAC637.09	70.67	7.03	0.19	623	0.61
SPAC637.10c	27.14	4.7	-10.61	243	0.57
SPAC637.11	73.12	9.81	29.73	647	0.58
SPAC637.12c	54.39	7.87	5.25	463	0.59
SPAC637.13c	56.09	6.91	-0.45	498	0.64
SPAC644.04	35.44	6.26	-3.87	303	0.54
SPAC644.05c	14.86	7.51	0.43	140	0.54
SPAC644.06c	66.95	8.2	7.99	593	0.59
SPAC644.07	49.86	9.55	10.07	449	0.61
SPAC644.08	24.42	6.53	-1.07	216	0.51
SPAC644.09	26.39	8.08	2.34	237	0.63
SPAC644.10	13.10	4.59	-4.07	116	0.54
SPAC644.11c	48.19	6.68	-1.74	425	0.64
SPAC644.12	86.84	8.14	3.38	757	0.59
SPAC644.13c	25.31	4.42	-7.85	225	0.55
SPAC644.14c	39.85	4.62	-14.72	365	0.56
SPAC644.15	11.14	3.68	-16.99	109	0.38
SPAC644.16	45.01	6.78	-0.38	422	0.59
SPAC644.17c	28.57	11.17	25.59	259	0.58
SPAC644.18c	20.84	4.51	-9.6	183	0.58
SPAC652.01	12.78	9.74	6.12	108	0.53
SPAC664.01c	37.29	4.87	-15.88	328	0.58
SPAC664.02c	75.19	4.93	-17.1	662	0.64
SPAC664.03	51.19	4.61	-26.61	456	0.56
SPAC664.04c	15.40	10.74	15.87	140	0.45
SPAC664.05	23.53	11.36	24.19	208	0.43
SPAC664.06	29.17	10.76	23.17	249	0.55
SPAC664.07c	47.49	5.07	-10.17	426	0.61
SPAC664.08c	51.57	4.49	-26.53	452	0.55
SPAC664.09	68.72	6.37	-6.07	630	0.65
SPAC664.10	91.04	7.16	1.24	817	0.59
SPAC664.11	72.98	7.19	0.61	674	0.51
SPAC664.12c	9.73	10.24	7.15	79	0.49
SPAC664.13	13.42	4	-16.57	117	0.53
SPAC664.14	55.57	6.58	-2.18	512	0.58
SPAC664.15	72.37	5.26	-16.79	651	0.56
SPAC683.02c	24.64	9.82	19.51	218	0.57
SPAC683.03	12.22	10.1	12.27	105	0.52
SPAC688.02c	24.12	4.91	-6.27	210	0.56
SPAC688.03c	22.23	6.66	-0.98	193	0.55
SPAC688.04c	28.11	6.4	-2.38	242	0.62
SPAC688.06c	47.76	5.37	-12.97	419	0.6
SPAC688.07c	113.94	4.57	-53.09	1038	0.61
SPAC688.08	132.84	6.48	-8.67	1148	0.61
SPAC688.09	38.05	10.53	23.78	347	0.57
SPAC688.10	168.29	7.61	7.89	1480	0.6
SPAC688.11	124.37	5.15	-32.1	1102	0.56
SPAC688.12c	19.35	10.77	17.43	167	0.6
SPAC688.13	38.46	7.71	3	335	0.58
SPAC688.14	54.02	4.68	-21.48	468	0.65
SPAC688.16	12.45	9.59	7.81	109	0.48
SPAC694.02	195.06	6.05	-19.45	1717	0.57
SPAC694.03	28.27	9.21	8.98	249	0.62
SPAC694.04c	36.67	6.05	-4.95	324	0.53
SPAC694.05c	9.96	11.13	11.46	89	0.45
SPAC694.06c	114.32	4.41	-66.66	1019	0.56
SPAC6B12.02c	217.43	8.46	24.19	1888	0.58
SPAC6B12.03c	35.50	10.03	15.04	302	0.57
SPAC6B12.04c	47.57	6.78	-0.76	421	0.62
SPAC6B12.05c	33.54	4.37	-22.98	295	0.54
SPAC6B12.06c	13.83	11.18	17.95	117	0.53
SPAC6B12.07c	53.40	7.59	2.96	470	0.6
SPAC6B12.08	45.13	4.96	-12.44	380	0.62
SPAC6B12.09	35.47	9.04	5.37	304	0.54
SPAC6B12.10c	52.01	6.91	-0.68	454	0.61
SPAC6B12.11	38.68	9.66	9.87	337	0.58
SPAC6B12.12	69.52	8.22	5.7	625	0.51
SPAC6B12.13	11.66	4.94	-5.19	104	0.55
SPAC6B12.14c	17.40	5.92	-3.62	154	0.57
SPAC6B12.15	34.85	5.54	-7.8	314	0.48
SPAC6B12.16	39.81	7.61	4.22	344	0.59
SPAC6B12.18	8.57	4.36	-5.83	73	0.43
SPAC6B12.19	9.41	4.66	-4.52	80	0.47
SPAC6C3.02c	17.44	8.64	3.33	172	0.62
SPAC6C3.03c	11.73	11.32	10.42	100	0.5
SPAC6C3.04	54.16	8.4	5.28	483	0.54
SPAC6C3.05	31.23	8.56	4.07	269	0.61
SPAC6C3.06c	116.59	7.83	7.23	1033	0.62
SPAC6C3.07	59.03	9.14	10.04	515	0.62
SPAC6C3.08	25.93	5.01	-7.76	234	0.55
SPAC6C3.09	37.95	6.06	-2.98	335	0.56
SPAC6F12.02	62.56	6.36	-3.76	567	0.56
SPAC6F12.03c	28.27	4.89	-6.56	247	0.58
SPAC6F12.04	14.52	4.59	-2.05	132	0.52
SPAC6F12.05c	64.24	6.23	-8.07	569	0.57
SPAC6F12.06	23.03	5.02	-7.55	205	0.52
SPAC6F12.07	17.53	9.72	5.43	152	0.53
SPAC6F12.08c	68.59	6.27	-8.33	584	0.59
SPAC6F12.09	139.48	8.78	22.45	1215	0.61
SPAC6F12.10c	144.87	5.42	-25.88	1323	0.55
SPAC6F12.11c	52.74	7.63	2.5	456	0.57
SPAC6F12.12	72.46	6.78	-2.86	627	0.6
SPAC6F12.13c	39.52	4.73	-12.73	347	0.54
SPAC6F12.14	65.85	5.06	-14.84	565	0.59
SPAC6F12.15c	75.89	5.7	-13.74	671	0.59
SPAC6F12.16c	126.19	6.65	-4.98	1117	0.56
SPAC6F12.17	83.92	6.63	-3.28	733	0.57
SPAC6F6.01	213.16	7.99	13.44	1854	0.62
SPAC6F6.02c	38.92	7.28	1.36	348	0.62
SPAC6F6.03c	59.91	9.1	7.35	537	0.53
SPAC6F6.04c	53.37	7.88	3.35	489	0.64
SPAC6F6.05	13.33	9.57	4.15	122	0.49
SPAC6F6.06c	128.33	4.33	-43.92	1155	0.65
SPAC6F6.07c	16.95	11.03	17.91	151	0.46
SPAC6F6.08c	33.99	8.97	8.21	299	0.58
SPAC6F6.09	15.88	8.44	1.68	138	0.59
SPAC6F6.10c	36.97	6.52	-2.64	317	0.59
SPAC6F6.11c	34.00	6.36	-2.01	309	0.59
SPAC6F6.12	46.38	6.25	-5.21	401	0.57
SPAC6F6.13c	86.13	4.83	-25.14	778	0.61
SPAC6F6.15	22.98	5.44	-1.09	211	0.51
SPAC6F6.16c	57.68	4.73	-22.37	508	0.59
SPAC6F6.17	155.83	6.71	-4.06	1400	0.61
SPAC6F6.19	14.21	4.43	-11.16	122	0.57
SPAC6G10.02c	127.75	5.16	-31.53	1125	0.6
SPAC6G10.03c	48.72	5.99	-6.54	428	0.65
SPAC6G10.04c	30.11	5.09	-6.03	272	0.53
SPAC6G10.05c	137.76	7.58	6.91	1210	0.61
SPAC6G10.06	41.77	8.2	5.35	376	0.62
SPAC6G10.07	90.08	4.85	-27.09	780	0.62
SPAC6G10.08	49.48	9.39	11.77	439	0.57
SPAC6G10.09	92.89	4.57	-39.79	808	0.56
SPAC6G10.10c	22.40	11.12	19.87	194	0.51
SPAC6G10.11c	17.26	10.41	16.06	150	0.48
SPAC6G10.12c	59.84	5.54	-15.68	533	0.64
SPAC6G9.01c	10.34	4.89	-2.13	95	0.48
SPAC6G9.02c	75.44	7.29	2.13	655	0.61
SPAC6G9.03c	42.42	4.49	-20.44	376	0.63
SPAC6G9.04	150.94	9.54	47.26	1318	0.63
SPAC6G9.05	32.77	10.06	14.29	285	0.61
SPAC6G9.06c	140.76	4.96	-39.98	1208	0.62
SPAC6G9.07c	19.61	5.12	-3.57	168	0.51
SPAC6G9.08	52.32	5.01	-12.26	468	0.62
SPAC6G9.09c	16.84	12.07	31.91	149	0.51
SPAC6G9.10c	192.55	7.05	0.66	1687	0.6
SPAC6G9.11	13.47	10.47	6.19	121	0.52
SPAC6G9.12	67.23	4	-66.65	620	0.58
SPAC6G9.13c	15.67	7.97	2.06	132	0.59
SPAC6G9.14	73.29	8.29	8.72	681	0.58
SPAC6G9.15c	55.32	8.76	6.78	498	0.62
SPAC6G9.16c	30.41	4.43	-21.23	264	0.64
SPAC732.01	16.78	7.12	0.09	162	0.5
SPAC732.02c	46.95	6.2	-6.16	408	0.58
SPAC750.01	37.36	6.33	-3.19	325	0.59
SPAC750.02c	54.09	9.72	16.24	485	0.58
SPAC750.03c	16.59	9.9	8.57	145	0.51
SPAC750.04c	17.16	10.56	15.81	146	0.59
SPAC750.05c	40.21	4.8	-8.38	344	0.55
SPAC750.06c	31.57	8.3	2.83	280	0.57
SPAC750.07c	13.13	8.48	2.36	123	0.59
SPAC750.08c	25.14	6.91	-0.19	228	0.53
SPAC767.01c	75.79	7.63	2.53	678	0.59
SPAC7D4.02c	46.78	9.19	7.35	415	0.59
SPAC7D4.03c	101.02	7.21	2.53	886	0.6
SPAC7D4.04	106.77	5.66	-16.91	926	0.62
SPAC7D4.05	26.60	6.51	-2.65	228	0.56
SPAC7D4.06c	46.99	9.8	19.43	406	0.63
SPAC7D4.07c	11.30	4.6	-3.86	103	0.47
SPAC7D4.08	11.24	8.03	1.12	96	0.58
SPAC7D4.09c	32.02	9.88	15.25	274	0.61
SPAC7D4.10	51.44	5.2	-10.82	450	0.6
SPAC7D4.11c	87.51	4.56	-31.08	769	0.59
SPAC7D4.12c	83.36	8.43	9.54	759	0.55
SPAC7D4.13c	36.21	10.16	17.84	312	0.58
SPAC7D4.14c	62.59	9.39	12.27	551	0.56
SPAC7D4.15c	3.71	7.54	0.21	32	0.3
SPAC806.02c	67.68	4.93	-23.55	608	0.57
SPAC806.03c	13.88	11.76	23.54	120	0.5
SPAC806.04c	49.89	4.9	-11.75	438	0.61
SPAC806.05	14.87	10.79	14.11	125	0.61
SPAC806.06c	42.15	6.79	-1.31	368	0.61
SPAC806.07	17.01	7.5	0.64	151	0.6
SPAC806.08c	78.43	5.64	-13.29	677	0.58
SPAC806.11	8.27	7.38	0.57	72	0.54
SPAC821.03c	53.99	10.32	23.88	485	0.59
SPAC821.04c	65.77	6.03	-8.11	578	0.63
SPAC821.05	39.78	5.1	-10.67	357	0.53
SPAC821.06	38.13	8.03	3.76	331	0.59
SPAC821.07c	56.69	8.38	10.14	508	0.59
SPAC821.08c	53.42	9.61	13.66	488	0.6
SPAC821.09	109.74	3.94	-61.59	1016	0.54
SPAC821.10c	15.91	6.23	-2.62	154	0.45
SPAC821.11	48.71	6.79	-0.97	451	0.56
SPAC821.12	54.69	7.19	1.01	469	0.58
SPAC821.13c	176.72	6.57	-7.28	1562	0.61
SPAC823.03	61.49	8.5	11.44	534	0.6
SPAC823.04	33.03	9.74	8.19	279	0.54
SPAC823.05c	34.44	7.22	0.63	301	0.6
SPAC823.06	17.68	4.42	-8.09	155	0.56
SPAC823.07	38.36	8.45	8.52	331	0.63
SPAC823.08c	51.86	9.75	12.09	465	0.55
SPAC823.09c	36.83	8.31	7.75	345	0.53
SPAC823.10c	33.48	10.72	24.32	296	0.56
SPAC823.11	46.85	9.05	11.85	411	0.61
SPAC823.12	102.52	5.69	-13.52	906	0.59
SPAC823.13c	36.75	10.11	11.96	317	0.57
SPAC823.14	26.27	5	-9.16	229	0.58
SPAC823.15	35.29	4.69	-16.38	309	0.55
SPAC823.16c	37.11	8.77	7.93	335	0.58
SPAC823.17	5.31	10.96	3.97	48	0.4
SPAC824.02	129.41	9.23	25.88	1142	0.61
SPAC824.03c	27.72	9.54	10	247	0.64
SPAC824.04	38.47	6.18	-6.03	341	0.61
SPAC824.05	95.19	5.34	-14.94	835	0.59
SPAC824.06	15.27	11.25	14.46	140	0.57
SPAC824.07	28.48	6.9	-0.54	256	0.63
SPAC824.08	61.59	4.7	-23.94	556	0.57
SPAC824.09c	35.11	10.43	18.54	320	0.57
SPAC869.01	64.59	4.62	-18.39	583	0.61
SPAC869.02c	48.46	6.72	-1.21	427	0.62
SPAC869.03c	71.97	8.15	4.42	661	0.58
SPAC869.04	44.79	5.41	-11.16	410	0.56
SPAC869.05c	93.52	8.14	7.25	840	0.57
SPAC869.06c	24.04	6.69	-1.59	203	0.55
SPAC869.07c	49.37	5.62	-7.89	436	0.6
SPAC869.08	25.33	6.51	-1.62	230	0.58
SPAC869.09	12.82	6.9	-0.32	116	0.5
SPAC869.10c	61.12	8.98	9.46	552	0.57
SPAC869.11	64.48	7.77	3.15	587	0.62
SPAC890.02c	53.17	9.26	5.9	474	0.6
SPAC890.03	75.84	8.99	18.61	672	0.61
SPAC890.04c	48.33	6.05	-7.01	440	0.59
SPAC890.05	31.88	10.72	31.41	284	0.63
SPAC890.06	147.63	5.3	-24.15	1315	0.57
SPAC890.07c	39.02	5.15	-10.76	340	0.56
SPAC890.08	13.26	10.9	12.94	113	0.45
SPAC8C9.03	46.47	4.65	-14.28	412	0.63
SPAC8C9.04	67.04	5.34	-15.85	647	0.63
SPAC8C9.05	16.33	7.41	0.4	149	0.59
SPAC8C9.06c	107.98	8.96	20.11	931	0.67
SPAC8C9.07	17.22	11.15	27.18	144	0.5
SPAC8C9.08	22.22	10.59	11.38	203	0.49
SPAC8C9.09c	34.75	6.67	-1.81	302	0.59
SPAC8C9.10c	17.90	10.24	8.71	154	0.56
SPAC8C9.11	9.53	6.5	-1.11	84	0.55
SPAC8C9.12c	32.65	9.23	8.02	303	0.57
SPAC8C9.14	60.05	6.23	-7.75	539	0.67
SPAC8C9.15c	76.32	4.68	-33	678	0.61
SPAC8C9.16c	21.45	6.35	-1.93	188	0.58
SPAC8C9.17c	19.01	4.34	-13.3	164	0.56
SPAC8C9.19	7.10	10.7	5.42	61	0.46
SPAC8E11.01c	58.05	6.4	-5.45	508	0.63
SPAC8E11.02c	30.08	4.37	-17.32	270	0.51
SPAC8E11.03c	36.41	5.29	-6.69	332	0.62
SPAC8E11.04c	24.47	7.66	1.36	224	0.61
SPAC8E11.05c	38.20	4.2	-34.09	338	0.6
SPAC8E11.06	3.97	11.2	4.94	33	0.31
SPAC8E11.07c	13.53	4.86	-6.04	119	0.51
SPAC8E11.08c	12.07	9.03	5.3	100	0.53
SPAC8E11.10	27.44	8.7	4.57	255	0.56
SPAC8E11.12	11.89	8.3	2.09	102	0.53
SPAC8F11.02c	8.90	3.36	-16.12	79	0.49
SPAC8F11.03	114.63	7.48	4.85	1004	0.58
SPAC8F11.04	41.36	10.46	28.84	373	0.59
SPAC8F11.05c	28.26	9.05	7.03	241	0.58
SPAC8F11.06	33.57	8.44	4.04	297	0.57
SPAC8F11.07c	58.04	6.28	-5.98	501	0.6
SPAC8F11.08c	41.75	8.53	3.83	376	0.6
SPAC8F11.09c	28.49	5.35	-8.62	255	0.55
SPAC8F11.10c	44.87	5.1	-13.72	401	0.59
SPAC9.02c	18.79	8.86	5.3	165	0.56
SPAC9.03c	248.81	4.87	-78.42	2176	0.61
SPAC9.04	154.93	9.57	42.48	1333	0.57
SPAC9.05	96.55	9.37	19.13	834	0.59
SPAC9.06c	22.69	6.25	-1.5	200	0.59
SPAC9.07c	40.38	8.2	3.53	366	0.54
SPAC9.08c	32.74	9.63	13.71	282	0.67
SPAC9.09	85.34	6.31	-5.79	764	0.49
SPAC9.10	65.07	6.65	-1.13	591	0.57
SPAC9.11	36.91	4.57	-15.63	328	0.58
SPAC9.12c	33.60	7.61	1.8	291	0.61
SPAC9.13c	31.65	8.54	3.61	270	0.57
SPAC922.03	36.69	6.67	-0.97	338	0.55
SPAC922.04	12.82	4.3	-4.2	117	0.48
SPAC922.05c	55.79	8.15	3.7	504	0.62
SPAC922.06	27.75	6.02	-2.89	258	0.59
SPAC922.07c	54.03	5.26	-7.75	496	0.58
SPAC922.09	8.08	10.68	6.45	71	0.53
SPAC926.02	51.25	5.27	-9.32	443	0.63
SPAC926.03	20.00	4.7	-5.55	184	0.56
SPAC926.04c	80.60	4.6	-34.31	704	0.5
SPAC926.05c	16.10	4.21	-13.43	139	0.58
SPAC926.06c	69.48	8.71	9.64	621	0.64
SPAC926.07c	9.82	9.17	2.91	85	0.5
SPAC926.08c	36.07	9.6	5.69	317	0.52
SPAC926.09c	230.56	6.34	-20.2	2073	0.54
SPAC926.10	6.80	7.79	0.7	57	0.45
SPAC959.02	32.22	4.63	-9.81	289	0.57
SPAC959.03c	59.76	10.05	25	520	0.59
SPAC959.04c	35.27	6.07	-6.34	298	0.59
SPAC959.05c	73.82	8.32	8.77	632	0.67
SPAC959.06c	25.22	8.75	4.33	225	0.59
SPAC959.07	29.67	10.96	26.57	262	0.52
SPAC959.08	18.35	10.71	18.86	160	0.42
SPAC959.09c	86.05	5.46	-20.47	744	0.61
SPAC959.10	16.47	5.24	-2.59	143	0.56
SPAC959.11	14.26	10.62	15.18	121	0.53
SPAC977.01	36.78	4.84	-7.38	316	0.61
SPAC977.02	17.16	10.56	15.81	146	0.59
SPAC977.03	16.55	9.97	8.81	145	0.52
SPAC977.04	17.43	9.68	6.88	155	0.5
SPAC977.05c	22.72	4.39	-6.95	204	0.59
SPAC977.06	22.19	9.66	9.52	189	0.55
SPAC977.07c	44.92	3.91	-20.74	416	0.61
SPAC977.08	26.45	6.37	-1.83	236	0.59
SPAC977.09c	74.60	4.48	-27.61	673	0.59
SPAC977.10	52.18	7.15	0.61	468	0.59
SPAC977.11	34.56	9.11	12.31	311	0.61
SPAC977.12	38.11	8.55	4.06	356	0.62
SPAC977.14c	39.91	6.32	-3.31	351	0.58
SPAC977.15	28.25	6.71	-1.29	247	0.58
SPAC977.16c	62.13	5.6	-12.21	591	0.57
SPAC977.17	65.82	6.52	-2.69	598	0.61
SPAC977.18	15.51	8.2	2.31	133	0.61
SPAC9E9.01	11.34	7.41	0.4	99	0.52
SPAC9E9.02	11.71	10.04	8.6	98	0.53
SPAC9E9.03	82.78	6.03	-10.75	758	0.52
SPAC9E9.04	21.24	9.74	7.16	188	0.54
SPAC9E9.05	34.71	6.74	-1.06	313	0.56
SPAC9E9.06c	57.63	5.27	-10.72	514	0.55
SPAC9E9.07c	22.75	5.42	-1.91	200	0.59
SPAC9E9.08	68.92	4.67	-20.64	614	0.58
SPAC9E9.09c	54.77	6.72	-1.74	503	0.56
SPAC9E9.10c	59.86	7.94	2.34	514	0.61
SPAC9E9.11	36.81	7.29	0.36	333	0.57
SPAC9E9.12c	160.61	9.21	24.16	1427	0.63
SPAC9E9.13	20.95	4.17	-17.5	186	0.56
SPAC9E9.14	26.36	5.49	-3.26	231	0.55
SPAC9E9.15	25.17	5.02	-6.15	219	0.55
SPAC9E9.17c	8.00	7.25	0.16	72	0.45
SPAC9G1.02	160.54	5.87	-29.21	1401	0.64
SPAC9G1.03c	11.59	10.25	9.39	109	0.43
SPAC9G1.04	42.06	10.95	32.05	374	0.59
SPAC9G1.05	65.27	6.5	-4.6	595	0.6
SPAC9G1.06c	98.26	9.75	26.25	886	0.6
SPAC9G1.07	44.65	5.84	-3.08	403	0.58
SPAC9G1.08c	27.34	7.05	0.23	241	0.55
SPAC9G1.09	52.97	6.8	-1.22	471	0.61
SPAC9G1.10c	131.27	8.35	13.08	1191	0.58
SPAC9G1.11c	44.77	7.09	0.46	380	0.58
SPAC9G1.12	41.73	6.87	-1.05	364	0.6
SPAC9G1.13c	50.38	9.3	7.39	437	0.59
SPAC9G1.14	9.15	7.93	1.33	81	0.52
SPAC9G1.15c	7.14	3.96	-7.83	64	0.43
SPACUNK12.02c	38.16	9.11	8.76	335	0.6
SPACUNK4.06c	19.10	5.24	-2.59	172	0.58
SPACUNK4.07c	136.26	6.78	-2.62	1211	0.52
SPACUNK4.08	91.30	4.76	-31.57	793	0.58
SPACUNK4.09	38.52	6.93	-0.27	339	0.56
SPACUNK4.10	36.70	6.14	-5.52	334	0.57
SPACUNK4.11c	21.51	10.02	6.72	188	0.53
SPACUNK4.12c	112.14	5.82	-16.43	969	0.6
SPACUNK4.13c	45.36	8.36	4.96	407	0.61
SPACUNK4.14	70.20	4.71	-25.61	624	0.62
SPACUNK4.15	23.65	6.5	-1.75	208	0.56
SPACUNK4.16c	106.82	6.2	-13.39	944	0.66
SPACUNK4.17	45.76	5.14	-11.7	406	0.53
SPACUNK4.19	12.23	10.05	6.87	109	0.53
SPACUNK4.20	8.59	9.88	4.4	74	0.52
SPAP11E10.01	35.80	7.59	2.88	330	0.57
SPAP11E10.02c	109.14	3.61	-48.38	1082	0.57
SPAP14E8.02	64.10	5.04	-16.98	566	0.59
